Load Factor,Servers,Customers,Iteration,Mean Wait Time
0.9,1,10,0,1.228347658654813
0.9,1,1010,0,12.98931169334311
0.9,1,2010,0,16.11335809166772
0.9,1,3010,0,18.13094753834732
0.9,1,4010,0,18.13094753834732
0.9,1,5010,0,18.13094753834732
0.9,1,6010,0,18.13094753834732
0.9,1,7010,0,18.13094753834732
0.9,1,8010,0,18.13094753834732
0.9,1,9010,0,18.13094753834732
0.9,1,10010,0,18.13094753834732
0.9,1,11010,0,18.13094753834732
0.9,1,12010,0,18.13094753834732
0.9,1,13010,0,18.13094753834732
0.9,1,14010,0,18.13094753834732
0.9,1,15010,0,18.13094753834732
0.9,1,16010,0,18.13094753834732
0.9,1,17010,0,18.13094753834732
0.9,1,18010,0,18.13094753834732
0.9,1,19010,0,18.13094753834732
0.9,1,20010,0,18.13094753834732
0.9,1,21010,0,18.13094753834732
0.9,1,22010,0,18.13094753834732
0.9,1,23010,0,18.13094753834732
0.9,1,24010,0,18.13094753834732
0.9,1,25010,0,18.13094753834732
0.9,1,26010,0,18.13094753834732
0.9,1,27010,0,18.13094753834732
0.9,1,28010,0,18.13094753834732
0.9,1,29010,0,18.13094753834732
0.9,1,10,1,3.588419471728419
0.9,1,1010,1,14.026592005681378
0.9,1,2010,1,22.41687612153175
0.9,1,3010,1,24.12844658833078
0.9,1,4010,1,24.12844658833078
0.9,1,5010,1,24.12844658833078
0.9,1,6010,1,24.12844658833078
0.9,1,7010,1,24.12844658833078
0.9,1,8010,1,24.12844658833078
0.9,1,9010,1,24.12844658833078
0.9,1,10010,1,24.12844658833078
0.9,1,11010,1,24.12844658833078
0.9,1,12010,1,24.12844658833078
0.9,1,13010,1,24.12844658833078
0.9,1,14010,1,24.12844658833078
0.9,1,15010,1,24.12844658833078
0.9,1,16010,1,24.12844658833078
0.9,1,17010,1,24.12844658833078
0.9,1,18010,1,24.12844658833078
0.9,1,19010,1,24.12844658833078
0.9,1,20010,1,24.12844658833078
0.9,1,21010,1,24.12844658833078
0.9,1,22010,1,24.12844658833078
0.9,1,23010,1,24.12844658833078
0.9,1,24010,1,24.12844658833078
0.9,1,25010,1,24.12844658833078
0.9,1,26010,1,24.12844658833078
0.9,1,27010,1,24.12844658833078
0.9,1,28010,1,24.12844658833078
0.9,1,29010,1,24.12844658833078
0.9,1,10,2,0.3529575927584598
0.9,1,1010,2,17.3999727243525
0.9,1,2010,2,36.541260188150254
0.9,1,3010,2,31.337285704081822
0.9,1,4010,2,31.337285704081822
0.9,1,5010,2,31.337285704081822
0.9,1,6010,2,31.337285704081822
0.9,1,7010,2,31.337285704081822
0.9,1,8010,2,31.337285704081822
0.9,1,9010,2,31.337285704081822
0.9,1,10010,2,31.337285704081822
0.9,1,11010,2,31.337285704081822
0.9,1,12010,2,31.337285704081822
0.9,1,13010,2,31.337285704081822
0.9,1,14010,2,31.337285704081822
0.9,1,15010,2,31.337285704081822
0.9,1,16010,2,31.337285704081822
0.9,1,17010,2,31.337285704081822
0.9,1,18010,2,31.337285704081822
0.9,1,19010,2,31.337285704081822
0.9,1,20010,2,31.337285704081822
0.9,1,21010,2,31.337285704081822
0.9,1,22010,2,31.337285704081822
0.9,1,23010,2,31.337285704081822
0.9,1,24010,2,31.337285704081822
0.9,1,25010,2,31.337285704081822
0.9,1,26010,2,31.337285704081822
0.9,1,27010,2,31.337285704081822
0.9,1,28010,2,31.337285704081822
0.9,1,29010,2,31.337285704081822
0.9,1,10,3,0.6912465314183949
0.9,1,1010,3,15.251040745617036
0.9,1,2010,3,21.649494994635354
0.9,1,3010,3,22.814077711952667
0.9,1,4010,3,22.814077711952667
