Iteration,Load Factor,Servers,Customers,Mean Wait Time
400,0.75,1,5000,2.9755325990933246
400,0.75,1,6000,3.1052841385593384
400,0.75,1,7000,3.119831617008145
400,0.75,1,8000,3.119873250250561
400,0.75,1,9000,3.100362996028536
400,0.75,1,10000,3.0263415918797807
400,0.75,1,20000,3.104445774041842
400,0.75,1,30000,3.1731075776736035
400,0.75,1,40000,3.1525136577940973
401,0.75,1,100,3.3091697418903503
401,0.75,1,200,3.054317325236734
401,0.75,1,300,2.823644537882939
401,0.75,1,400,2.8100241119678
401,0.75,1,500,2.5897707170806763
401,0.75,1,600,2.5656304987642047
401,0.75,1,700,4.721430669089148
401,0.75,1,800,4.533718329995104
401,0.75,1,900,4.5229925063025425
401,0.75,1,1000,4.241669136097245
401,0.75,1,2000,4.103925448002651
401,0.75,1,3000,4.057987934100723
401,0.75,1,4000,3.7240437349111697
401,0.75,1,5000,4.2608536393438445
401,0.75,1,6000,3.99234193782266
401,0.75,1,7000,3.9902043216123397
401,0.75,1,8000,3.9694090647437092
401,0.75,1,9000,3.7721438415230124
401,0.75,1,10000,3.659104280714023
401,0.75,1,20000,3.273164342143319
401,0.75,1,30000,3.248212819526479
401,0.75,1,40000,3.1965685650560465
402,0.75,1,100,1.6209426295089238
402,0.75,1,200,2.594900553417345
402,0.75,1,300,2.08353025293502
402,0.75,1,400,2.1033975631886963
402,0.75,1,500,2.1009253056501094
402,0.75,1,600,2.4473832292891213
402,0.75,1,700,2.5269241153318056
402,0.75,1,800,2.3808528387658754
402,0.75,1,900,2.4349609650189623
402,0.75,1,1000,2.38578821941402
402,0.75,1,2000,2.7020642211597394
402,0.75,1,3000,2.4985319251114744
402,0.75,1,4000,3.229378552742791
402,0.75,1,5000,3.2247319908674066
402,0.75,1,6000,3.0865689742608593
402,0.75,1,7000,3.118105880809306
402,0.75,1,8000,3.154434268626156
402,0.75,1,9000,3.1522631580012077
402,0.75,1,10000,3.1315846881682563
402,0.75,1,20000,3.027045139148092
402,0.75,1,30000,3.038816307076402
402,0.75,1,40000,3.08719677973059
403,0.75,1,100,1.3534642802732244
403,0.75,1,200,2.0869685950161188
403,0.75,1,300,3.1202978951844353
403,0.75,1,400,2.640331700992723
403,0.75,1,500,2.8615627258746037
403,0.75,1,600,2.87866529422119
403,0.75,1,700,2.77882096605513
403,0.75,1,800,2.799386223637435
403,0.75,1,900,2.844794989557164
403,0.75,1,1000,4.433821071215707
403,0.75,1,2000,4.001527066124536
403,0.75,1,3000,3.5156731033764603
403,0.75,1,4000,3.424424784003366
403,0.75,1,5000,3.199799911475713
403,0.75,1,6000,3.2811746863638818
403,0.75,1,7000,3.2078136864427393
403,0.75,1,8000,3.18816442102597
403,0.75,1,9000,3.150027126757314
403,0.75,1,10000,3.118279781731531
403,0.75,1,20000,3.190910482402503
403,0.75,1,30000,3.207373193120048
403,0.75,1,40000,3.1471192819630605
404,0.75,1,100,2.395884594499885
404,0.75,1,200,3.0940085229129393
404,0.75,1,300,2.3439371622513687
404,0.75,1,400,2.3976250823819614
404,0.75,1,500,2.3548862349196824
404,0.75,1,600,2.455710758546816
404,0.75,1,700,2.2310178604648874
404,0.75,1,800,3.3780505830207987
404,0.75,1,900,3.1725945258631114
404,0.75,1,1000,3.0117243905063042
404,0.75,1,2000,2.7821184772451497
404,0.75,1,3000,3.1083154207790527
404,0.75,1,4000,3.364523529273995
404,0.75,1,5000,3.5524210208329694
404,0.75,1,6000,3.463047743098602
404,0.75,1,7000,3.3195856120084004
404,0.75,1,8000,3.3258354596095376
404,0.75,1,9000,3.1941015730779005
404,0.75,1,10000,3.2004953960381943
404,0.75,1,20000,3.0223537978418635
404,0.75,1,30000,3.114674957263307
404,0.75,1,40000,3.0546311718778365
405,0.75,1,100,0.9389001142494124
405,0.75,1,200,1.344489335618508
405,0.75,1,300,1.296018576145296
405,0.75,1,400,3.1946700776303016
405,0.75,1,500,2.8614166383526234
405,0.75,1,600,2.5326751940786867
405,0.75,1,700,2.5194787577327453
405,0.75,1,800,2.321521802938569
405,0.75,1,900,2.2649305335061194
405,0.75,1,1000,2.2265953719028033
405,0.75,1,2000,2.7909259115969025
405,0.75,1,3000,2.6287192656988747
405,0.75,1,4000,2.5928100478771965
405,0.75,1,5000,2.567107968963432
405,0.75,1,6000,2.611621001268327
405,0.75,1,7000,2.746890017038106
405,0.75,1,8000,2.6809378918766593
405,0.75,1,9000,2.679394043933244
405,0.75,1,10000,2.854796544074384
405,0.75,1,20000,2.7021374992388236
405,0.75,1,30000,2.873156223469757
405,0.75,1,40000,2.7593515800525994
406,0.75,1,100,2.3979225432548943
406,0.75,1,200,2.498509495565068
406,0.75,1,300,2.00723567112435
406,0.75,1,400,1.91996083475522
406,0.75,1,500,1.7315004791469315
406,0.75,1,600,2.429810667615468
406,0.75,1,700,2.6517553055839995
406,0.75,1,800,2.5042242814568554
406,0.75,1,900,2.3621179953863853
406,0.75,1,1000,2.4994034852720235
406,0.75,1,2000,2.5231977227748903
406,0.75,1,3000,2.4072660399892953
406,0.75,1,4000,2.2805032465877018
406,0.75,1,5000,2.288896688768339
406,0.75,1,6000,2.3119384222643347
406,0.75,1,7000,2.409129423925541
406,0.75,1,8000,2.412305790237081
406,0.75,1,9000,2.3738169508415723
406,0.75,1,10000,2.3672195515666883
406,0.75,1,20000,2.513271707375491
406,0.75,1,30000,2.5922196084107876
406,0.75,1,40000,2.641780243735712
407,0.75,1,100,2.5850058550642605
407,0.75,1,200,10.63079560517469
407,0.75,1,300,8.478307682926417
407,0.75,1,400,7.271947692602578
407,0.75,1,500,7.500843887156041
407,0.75,1,600,6.67917364076178
407,0.75,1,700,6.813231271646842
407,0.75,1,800,6.784456988922281
407,0.75,1,900,6.207756738955262
407,0.75,1,1000,5.769182514671294
407,0.75,1,2000,4.329490122170573
407,0.75,1,3000,3.9034530461318147
407,0.75,1,4000,3.6879873887875783
407,0.75,1,5000,3.5389402984810454
407,0.75,1,6000,3.4833163814905976
407,0.75,1,7000,3.464477444158007
407,0.75,1,8000,3.4738283011174853
407,0.75,1,9000,3.434973353200073
407,0.75,1,10000,3.415143004406642
407,0.75,1,20000,3.219220156559617
407,0.75,1,30000,3.010394094498535
407,0.75,1,40000,3.0398078580330394
408,0.75,1,100,4.759892578256028
408,0.75,1,200,4.622831294408691
408,0.75,1,300,4.761074438457364
408,0.75,1,400,4.0052218517099405
408,0.75,1,500,3.476695737317508
408,0.75,1,600,3.6824502045381213
408,0.75,1,700,3.7970840918964313
408,0.75,1,800,4.167652619706804
408,0.75,1,900,3.84125341037308
408,0.75,1,1000,3.9180402656027
408,0.75,1,2000,2.937994898546342
408,0.75,1,3000,3.054221118722522
408,0.75,1,4000,2.8627947456965503
408,0.75,1,5000,2.799629605126177
408,0.75,1,6000,2.7761001005495576
408,0.75,1,7000,2.8221860888946226
408,0.75,1,8000,3.261059438623966
408,0.75,1,9000,3.1378391718199548
408,0.75,1,10000,3.1043421303215553
408,0.75,1,20000,2.992167468275846
408,0.75,1,30000,2.920236490617113
408,0.75,1,40000,3.0163123639277867
409,0.75,1,100,3.25584969449298
409,0.75,1,200,3.4554319714425348
409,0.75,1,300,2.8829271421529565
409,0.75,1,400,2.9840229130723492
409,0.75,1,500,2.6833204608694636
409,0.75,1,600,3.160144663817885
409,0.75,1,700,3.042972129906248
409,0.75,1,800,2.9228499714657916
409,0.75,1,900,2.9097288239130346
409,0.75,1,1000,2.819931285561215
409,0.75,1,2000,2.9697088615526854
409,0.75,1,3000,3.0749906878625723
409,0.75,1,4000,3.1097594920175484
409,0.75,1,5000,3.0108484972728555
409,0.75,1,6000,2.9330971589936112
409,0.75,1,7000,2.7696512296524256
409,0.75,1,8000,2.8116471238223384
409,0.75,1,9000,2.895562641030914
409,0.75,1,10000,3.093710405129535
409,0.75,1,20000,3.144005816652016
409,0.75,1,30000,3.0437852657448676
409,0.75,1,40000,3.046236449579133
410,0.75,1,100,6.862932226925965
410,0.75,1,200,4.560864950267234
410,0.75,1,300,4.691567755350102
410,0.75,1,400,4.144463842085477
410,0.75,1,500,4.852715885823075
410,0.75,1,600,4.978561174218472
410,0.75,1,700,5.345185548647842
410,0.75,1,800,5.1117713377112715
410,0.75,1,900,5.326555347603926
410,0.75,1,1000,5.9376145436860535
410,0.75,1,2000,4.5503151438861185
410,0.75,1,3000,3.8861399348482384
410,0.75,1,4000,3.4778243761312333
410,0.75,1,5000,3.2661869695167196
410,0.75,1,6000,3.5022005636346316
410,0.75,1,7000,3.3586817463338052
410,0.75,1,8000,3.3331497914497574
410,0.75,1,9000,3.2385301358516068
410,0.75,1,10000,3.1631431043217773
410,0.75,1,20000,3.129039160398202
410,0.75,1,30000,3.13491224079456
410,0.75,1,40000,3.181299062177105
411,0.75,1,100,1.4551366513779274
411,0.75,1,200,1.954103414551347
411,0.75,1,300,3.6161934339740704
411,0.75,1,400,3.0246189356062247
411,0.75,1,500,2.8334666820025647
411,0.75,1,600,3.0510520699440975
411,0.75,1,700,2.817752377510156
411,0.75,1,800,2.785728756182006
411,0.75,1,900,2.7074061656180524
411,0.75,1,1000,2.515379032967302
411,0.75,1,2000,2.6039454006610736
411,0.75,1,3000,2.7053691400812396
411,0.75,1,4000,2.646867581818425
411,0.75,1,5000,2.7453933941821806
411,0.75,1,6000,2.669438878586749
411,0.75,1,7000,2.6457374020701847
411,0.75,1,8000,2.7548178017508054
411,0.75,1,9000,2.775297377090727
411,0.75,1,10000,2.8111724054272584
411,0.75,1,20000,2.9103115470966667
411,0.75,1,30000,2.847091751990851
411,0.75,1,40000,2.914933445214774
412,0.75,1,100,2.461341131487475
412,0.75,1,200,7.368212619056211
412,0.75,1,300,7.167262724040014
412,0.75,1,400,8.63238919816612
412,0.75,1,500,9.477563825450428
412,0.75,1,600,8.506734981851517
412,0.75,1,700,7.588024754600423
412,0.75,1,800,6.973931844344588
412,0.75,1,900,6.5071939397647185
412,0.75,1,1000,6.286578418285883
412,0.75,1,2000,5.236009339527944
412,0.75,1,3000,4.243937505568768
412,0.75,1,4000,3.9377584660832836
412,0.75,1,5000,3.6259119150748185
412,0.75,1,6000,3.493683422129241
412,0.75,1,7000,3.3364721411811367
412,0.75,1,8000,3.2347868585623596
412,0.75,1,9000,3.1359860530831654
412,0.75,1,10000,3.1759612679078955
412,0.75,1,20000,2.9711653618993425
412,0.75,1,30000,3.05202383998361
412,0.75,1,40000,2.934465219401024
413,0.75,1,100,1.389596882636681
413,0.75,1,200,1.4669360796325839
413,0.75,1,300,1.7221530865540815
413,0.75,1,400,1.8842215129571063
413,0.75,1,500,1.8302646627484749
413,0.75,1,600,1.840016555799313
413,0.75,1,700,1.7356282597906398
413,0.75,1,800,1.7737059497036358
413,0.75,1,900,2.049539544570689
413,0.75,1,1000,2.2926051980253033
413,0.75,1,2000,2.6586002424106483
413,0.75,1,3000,2.5662209824956745
413,0.75,1,4000,3.6374254506154085
413,0.75,1,5000,3.5018133849525714
413,0.75,1,6000,3.3305869933999652
413,0.75,1,7000,3.4343959829919903
413,0.75,1,8000,3.354118310662365
413,0.75,1,9000,3.3098001172617657
413,0.75,1,10000,3.415905041951124
413,0.75,1,20000,3.437597301664407
413,0.75,1,30000,3.362757567241452
413,0.75,1,40000,3.231932884702935
414,0.75,1,100,8.409946152696943
414,0.75,1,200,5.350776936146142
414,0.75,1,300,3.9373286916237764
414,0.75,1,400,3.4557476281308834
414,0.75,1,500,3.6244307900213633
414,0.75,1,600,3.76155145988185
414,0.75,1,700,3.544446632509823
414,0.75,1,800,3.3509276373838883
414,0.75,1,900,3.0516101951413312
414,0.75,1,1000,2.903585699190114
414,0.75,1,2000,2.885259173955813
414,0.75,1,3000,2.7565233737912047
414,0.75,1,4000,2.824593188937559
414,0.75,1,5000,2.7801238851831225
414,0.75,1,6000,3.3128067967959263
414,0.75,1,7000,3.2371152084983774
414,0.75,1,8000,3.234569882177857
414,0.75,1,9000,3.091051172153937
414,0.75,1,10000,3.2433045999151044
414,0.75,1,20000,3.082644764430743
414,0.75,1,30000,2.92357626461523
414,0.75,1,40000,2.9682574241525774
415,0.75,1,100,1.6256427655564423
415,0.75,1,200,1.843774413816547
415,0.75,1,300,2.4620031427594435
415,0.75,1,400,3.237580008938941
415,0.75,1,500,3.2964377968680267
415,0.75,1,600,2.9231837356961408
415,0.75,1,700,2.8461809643124
415,0.75,1,800,3.3993618659752314
415,0.75,1,900,3.1702482246328314
415,0.75,1,1000,3.3367766354064825
415,0.75,1,2000,3.0843664947165945
415,0.75,1,3000,3.320711370384318
415,0.75,1,4000,3.6934298243085344
415,0.75,1,5000,3.5593232478397416
415,0.75,1,6000,3.529428747701419
415,0.75,1,7000,3.4296706128534056
415,0.75,1,8000,3.318916083144838
415,0.75,1,9000,3.2792951241098693
415,0.75,1,10000,3.1294827105944334
415,0.75,1,20000,3.0410451522993003
415,0.75,1,30000,3.1608985309057727
415,0.75,1,40000,3.217700166464383
416,0.75,1,100,1.4549866290912312
416,0.75,1,200,2.147348463494115
416,0.75,1,300,1.8792883241577014
416,0.75,1,400,1.6634732406688795
416,0.75,1,500,3.272576700148074
416,0.75,1,600,2.9825260596941927
416,0.75,1,700,2.9586265189064176
416,0.75,1,800,2.9321163597863653
416,0.75,1,900,2.8094147893018135
416,0.75,1,1000,3.039588805033056
416,0.75,1,2000,3.199588569718453
416,0.75,1,3000,3.235340560662619
416,0.75,1,4000,3.328091450458682
416,0.75,1,5000,3.1802439356837464
416,0.75,1,6000,3.1701203536215146
416,0.75,1,7000,3.0353037808857635
416,0.75,1,8000,2.9536774651546747
416,0.75,1,9000,3.098265357388615
416,0.75,1,10000,3.0742206248084494
416,0.75,1,20000,3.0695614567551353
416,0.75,1,30000,2.9113157685974373
416,0.75,1,40000,2.9716476751406553
417,0.75,1,100,0.9193485683681826
417,0.75,1,200,0.9151306667414575
417,0.75,1,300,2.2317052443801404
417,0.75,1,400,2.887110860164742
417,0.75,1,500,2.6262312410226416
417,0.75,1,600,2.5320266116982957
417,0.75,1,700,2.427546194259297
417,0.75,1,800,2.351800011451532
417,0.75,1,900,2.4157305836490903
417,0.75,1,1000,2.248352702899711
417,0.75,1,2000,2.381468515017171
417,0.75,1,3000,2.764508590612439
417,0.75,1,4000,2.674834267518178
417,0.75,1,5000,2.512791586283831
417,0.75,1,6000,2.6968099280831916
417,0.75,1,7000,2.6328361548258283
417,0.75,1,8000,2.625418571518201
417,0.75,1,9000,2.8241977991757956
417,0.75,1,10000,2.7887662416281245
417,0.75,1,20000,2.885044651333951
417,0.75,1,30000,2.962702424142025
417,0.75,1,40000,2.999429422506877
418,0.75,1,100,5.337844684045762
418,0.75,1,200,4.631100550396371
418,0.75,1,300,3.9200363791509925
418,0.75,1,400,4.266504080962945
418,0.75,1,500,4.181444927315766
418,0.75,1,600,3.6421794063173807
418,0.75,1,700,3.5081691579457277
418,0.75,1,800,3.3117398859091285
418,0.75,1,900,3.1154035991288698
418,0.75,1,1000,2.8986228370027973
418,0.75,1,2000,3.0224056926383125
418,0.75,1,3000,3.19785477594001
418,0.75,1,4000,2.9602810039334746
418,0.75,1,5000,2.9239699257529836
418,0.75,1,6000,2.8926607703685354
418,0.75,1,7000,3.2495516043144566
418,0.75,1,8000,3.0436302491519247
418,0.75,1,9000,2.96125618898603
418,0.75,1,10000,3.0101111015605544
418,0.75,1,20000,3.1824666474580074
418,0.75,1,30000,3.1479441318035444
418,0.75,1,40000,3.0900071377404683
419,0.75,1,100,2.4231788266477965
419,0.75,1,200,1.7125308163044068
419,0.75,1,300,1.731155561940681
419,0.75,1,400,1.4381689812146783
419,0.75,1,500,1.4883125402338884
419,0.75,1,600,2.0384931659889602
419,0.75,1,700,1.9197319806148387
419,0.75,1,800,1.826395993156991
419,0.75,1,900,1.8735494352821873
419,0.75,1,1000,1.8260439726418976
419,0.75,1,2000,2.0101417854593224
419,0.75,1,3000,2.3903761981391383
419,0.75,1,4000,2.731687897492732
419,0.75,1,5000,3.0117633547172327
419,0.75,1,6000,2.9161255147594707
419,0.75,1,7000,2.9773650099263946
419,0.75,1,8000,3.0649162273001855
419,0.75,1,9000,3.1179261293177607
419,0.75,1,10000,3.1573737841053413
419,0.75,1,20000,2.8583641871938896
419,0.75,1,30000,2.716891137714643
419,0.75,1,40000,2.776675639225969
420,0.75,1,100,1.8901636937123754
420,0.75,1,200,3.4341107606920525
420,0.75,1,300,2.5785648896245426
420,0.75,1,400,2.549741607353882
420,0.75,1,500,2.6436294039777577
420,0.75,1,600,2.8480407511452084
420,0.75,1,700,2.724405844588644
420,0.75,1,800,2.678306771392285
420,0.75,1,900,2.489031453399395
420,0.75,1,1000,2.3273653802878793
420,0.75,1,2000,2.401591679042827
420,0.75,1,3000,2.5260736251174025
420,0.75,1,4000,2.7925530366383815
420,0.75,1,5000,2.7741998665269376
420,0.75,1,6000,2.689814402590283
420,0.75,1,7000,2.6165600882356252
420,0.75,1,8000,2.6767415527226976
420,0.75,1,9000,2.727825021845651
420,0.75,1,10000,2.656567856447669
420,0.75,1,20000,2.718456759147532
420,0.75,1,30000,2.879815605026093
420,0.75,1,40000,2.9026369039774598
421,0.75,1,100,0.9225978527215196
421,0.75,1,200,1.2070418773141598
421,0.75,1,300,2.3493513543343134
421,0.75,1,400,2.2297829636446576
421,0.75,1,500,2.3809291511282287
421,0.75,1,600,2.355530144660134
421,0.75,1,700,2.3375710760834782
421,0.75,1,800,2.357775944532799
421,0.75,1,900,2.3760141387198597
421,0.75,1,1000,2.2671462570706455
421,0.75,1,2000,2.2973683046448286
421,0.75,1,3000,2.3178660969068297
421,0.75,1,4000,2.3445345551506325
421,0.75,1,5000,2.3782954973863917
421,0.75,1,6000,2.7564166139029562
421,0.75,1,7000,2.878268615645226
421,0.75,1,8000,2.797950632100622
421,0.75,1,9000,2.8094028614250264
421,0.75,1,10000,2.804619932059325
421,0.75,1,20000,2.8963468531455154
421,0.75,1,30000,3.0539351387076272
421,0.75,1,40000,3.019099899980532
422,0.75,1,100,3.6883188127929976
422,0.75,1,200,6.604314733031952
422,0.75,1,300,5.615978009220563
422,0.75,1,400,5.088891252640551
422,0.75,1,500,4.373122231575671
422,0.75,1,600,4.228101509735023
422,0.75,1,700,3.886066827581586
422,0.75,1,800,3.6957596404503614
422,0.75,1,900,3.490068107660691
422,0.75,1,1000,3.3752997877237276
422,0.75,1,2000,3.4068953973801728
422,0.75,1,3000,3.28727015102959
422,0.75,1,4000,3.1476499226596553
422,0.75,1,5000,3.0663212880961015
422,0.75,1,6000,3.065016191262541
422,0.75,1,7000,2.98010641536685
422,0.75,1,8000,3.068608869355458
422,0.75,1,9000,3.0290852651694946
422,0.75,1,10000,3.1773445382784704
422,0.75,1,20000,3.2078487938350513
422,0.75,1,30000,3.1700151839585016
422,0.75,1,40000,3.1165822815673927
423,0.75,1,100,1.5332467221021675
423,0.75,1,200,1.6917638405927915
423,0.75,1,300,1.7945193696939403
423,0.75,1,400,1.808090990054964
423,0.75,1,500,2.755058007427072
423,0.75,1,600,2.565429801213067
423,0.75,1,700,2.54969128552681
423,0.75,1,800,2.786076004267633
423,0.75,1,900,2.794370344315575
423,0.75,1,1000,2.6191551135313866
423,0.75,1,2000,2.6253756180220007
423,0.75,1,3000,2.4807553118834638
423,0.75,1,4000,2.435327036492733
423,0.75,1,5000,2.474535361763555
423,0.75,1,6000,2.4525318279733828
423,0.75,1,7000,2.5327337244500443
423,0.75,1,8000,2.750185507534116
423,0.75,1,9000,2.733180689968095
423,0.75,1,10000,2.777799682501397
423,0.75,1,20000,3.204344151163024
423,0.75,1,30000,3.0530143423321183
423,0.75,1,40000,3.1388533753330923
424,0.75,1,100,1.4217084813561922
424,0.75,1,200,2.123744270175984
424,0.75,1,300,2.470956371500655
424,0.75,1,400,2.644986059890542
424,0.75,1,500,2.9535806686028203
424,0.75,1,600,2.561758017676006
424,0.75,1,700,2.649601960362172
424,0.75,1,800,2.566356171283816
424,0.75,1,900,2.572527064443673
424,0.75,1,1000,2.746647395185977
424,0.75,1,2000,3.0866276257913654
424,0.75,1,3000,2.976476492777023
424,0.75,1,4000,2.815547491970722
424,0.75,1,5000,3.118370928578348
424,0.75,1,6000,2.9437143590066626
424,0.75,1,7000,3.334577806425096
424,0.75,1,8000,3.4069766036946865
424,0.75,1,9000,3.348394797990096
424,0.75,1,10000,3.3107129228148717
424,0.75,1,20000,3.137066170093972
424,0.75,1,30000,3.2449133428063908
424,0.75,1,40000,3.158298182051209
425,0.75,1,100,0.9852297309304434
425,0.75,1,200,1.139893113774147
425,0.75,1,300,1.3469500643449688
425,0.75,1,400,1.7651416804302296
425,0.75,1,500,1.6640516078215373
425,0.75,1,600,1.6352734954032622
425,0.75,1,700,1.5711807213573024
425,0.75,1,800,1.5413879052982145
425,0.75,1,900,1.5328738012949858
425,0.75,1,1000,1.6840198271904832
425,0.75,1,2000,1.9870774549721277
425,0.75,1,3000,1.9886194222074374
425,0.75,1,4000,2.0687471946745335
425,0.75,1,5000,2.715749131131631
425,0.75,1,6000,2.729936209989249
425,0.75,1,7000,2.736690353288651
425,0.75,1,8000,2.7245990293079165
425,0.75,1,9000,2.683324666425026
425,0.75,1,10000,2.682902713574827
425,0.75,1,20000,2.931001645353854
425,0.75,1,30000,2.930857585034226
425,0.75,1,40000,2.976340555465961
426,0.75,1,100,2.841028522271574
426,0.75,1,200,2.3105906152079534
426,0.75,1,300,1.6497279201436188
426,0.75,1,400,1.7032622994698796
426,0.75,1,500,1.8230741711603133
426,0.75,1,600,2.0123243108227635
426,0.75,1,700,2.1304624892218085
426,0.75,1,800,2.1441100731110665
426,0.75,1,900,2.054191450182822
426,0.75,1,1000,2.019939654077744
426,0.75,1,2000,1.7302873108021408
426,0.75,1,3000,2.0037038826590243
426,0.75,1,4000,2.2416463828931583
426,0.75,1,5000,2.151749526526001
426,0.75,1,6000,2.2082788608643775
426,0.75,1,7000,2.2488554441713253
426,0.75,1,8000,2.620898287224028
426,0.75,1,9000,2.710860311799737
426,0.75,1,10000,2.7736169802351323
426,0.75,1,20000,2.99486052798352
426,0.75,1,30000,2.809243176921274
426,0.75,1,40000,2.8583111300352453
427,0.75,1,100,1.8619369068368394
427,0.75,1,200,1.805933148902821
427,0.75,1,300,2.716815376014211
427,0.75,1,400,2.841517580102344
427,0.75,1,500,4.092265176448178
427,0.75,1,600,4.343923194145133
427,0.75,1,700,3.849187776316622
427,0.75,1,800,3.5768499362134687
427,0.75,1,900,3.5287173057358117
427,0.75,1,1000,3.4038881950210786
427,0.75,1,2000,2.746025701410205
427,0.75,1,3000,2.6749148239668976
427,0.75,1,4000,2.5802744528672403
427,0.75,1,5000,2.962565568196682
427,0.75,1,6000,3.257508343627666
427,0.75,1,7000,3.1725204421560806
427,0.75,1,8000,3.058927078002243
427,0.75,1,9000,3.0305465165965595
427,0.75,1,10000,3.002009087173297
427,0.75,1,20000,2.971897893504357
427,0.75,1,30000,3.077313841687363
427,0.75,1,40000,3.0745608020767268
428,0.75,1,100,4.03417999469811
428,0.75,1,200,3.209456418624535
428,0.75,1,300,2.5199481114145383
428,0.75,1,400,2.4328371146471266
428,0.75,1,500,2.1508654477028215
428,0.75,1,600,2.5307505539772523
428,0.75,1,700,2.3677376071809433
428,0.75,1,800,2.5795057762763838
428,0.75,1,900,2.660659059718166
428,0.75,1,1000,2.634164224823786
428,0.75,1,2000,2.4946734008315463
428,0.75,1,3000,2.55872284252051
428,0.75,1,4000,2.5367155207908034
428,0.75,1,5000,2.6081333581403707
428,0.75,1,6000,2.640388687190787
428,0.75,1,7000,2.6508645062432215
428,0.75,1,8000,2.707627749376138
428,0.75,1,9000,2.772271309823071
428,0.75,1,10000,2.7011842096930905
428,0.75,1,20000,2.7839399562781293
428,0.75,1,30000,3.0352258209964695
428,0.75,1,40000,2.9812702807250258
429,0.75,1,100,5.179148412700102
429,0.75,1,200,5.018935282690253
429,0.75,1,300,3.7634107592890618
429,0.75,1,400,3.188134522634212
429,0.75,1,500,3.1407910366327987
429,0.75,1,600,2.8056046871168436
429,0.75,1,700,2.600707108151195
429,0.75,1,800,2.646783175377891
429,0.75,1,900,2.5761322870852443
429,0.75,1,1000,2.5000840953023196
429,0.75,1,2000,2.481250156850115
429,0.75,1,3000,2.6267853417379463
429,0.75,1,4000,3.2356582512612735
429,0.75,1,5000,3.0382588721854344
429,0.75,1,6000,2.911832814258875
429,0.75,1,7000,2.8607906455198173
429,0.75,1,8000,2.837478499077418
429,0.75,1,9000,2.90186723990793
429,0.75,1,10000,2.847948000530316
429,0.75,1,20000,2.992713582316352
429,0.75,1,30000,2.9044637590067746
429,0.75,1,40000,3.00965012123145
430,0.75,1,100,2.4059717077214358
430,0.75,1,200,2.4734705281429017
430,0.75,1,300,3.8760964658990913
430,0.75,1,400,4.466486932456988
430,0.75,1,500,3.889996575964022
430,0.75,1,600,3.3831154486602166
430,0.75,1,700,3.0931415443036836
430,0.75,1,800,2.9020094749369036
430,0.75,1,900,2.7783611468716956
430,0.75,1,1000,2.908234106242239
430,0.75,1,2000,2.9798284759536737
430,0.75,1,3000,2.7841134109084584
430,0.75,1,4000,2.8612205168170863
430,0.75,1,5000,2.9404696165202697
430,0.75,1,6000,2.7132200956129866
430,0.75,1,7000,3.171516846600404
430,0.75,1,8000,3.066223753616863
430,0.75,1,9000,3.0733953797178004
430,0.75,1,10000,3.0536763231444857
430,0.75,1,20000,3.0361817185479265
430,0.75,1,30000,2.9628251574874933
430,0.75,1,40000,2.969679079172772
431,0.75,1,100,1.1596080734247114
431,0.75,1,200,2.3623640188882753
431,0.75,1,300,4.045147371026583
431,0.75,1,400,4.150948178809083
431,0.75,1,500,3.744966847994547
431,0.75,1,600,3.555716331196101
431,0.75,1,700,3.3121006915735545
431,0.75,1,800,3.610923860739624
431,0.75,1,900,3.5965911492222675
431,0.75,1,1000,3.3879766785623953
431,0.75,1,2000,3.0273125291217164
431,0.75,1,3000,3.249794492838959
431,0.75,1,4000,3.0736012797465
431,0.75,1,5000,3.8544602723356642
431,0.75,1,6000,3.863459514566914
431,0.75,1,7000,3.7875009416549297
431,0.75,1,8000,3.6301627914565873
431,0.75,1,9000,3.5128383244440062
431,0.75,1,10000,3.495549793988969
431,0.75,1,20000,3.2649887840404688
431,0.75,1,30000,3.1565533815172753
431,0.75,1,40000,3.1850397134707813
432,0.75,1,100,1.2019354786931975
432,0.75,1,200,1.8319975921263234
432,0.75,1,300,1.7190038512499901
432,0.75,1,400,1.9970432097546313
432,0.75,1,500,1.998093592129196
432,0.75,1,600,1.8870444923929135
432,0.75,1,700,2.0239623087840855
432,0.75,1,800,3.2596483005747494
432,0.75,1,900,3.208741563056529
432,0.75,1,1000,3.2540865056612933
432,0.75,1,2000,3.1087451379459745
432,0.75,1,3000,3.1436600508428794
432,0.75,1,4000,3.141440645344667
432,0.75,1,5000,2.977993666527806
432,0.75,1,6000,2.856698307091608
432,0.75,1,7000,2.776189075080945
432,0.75,1,8000,2.8797828907656657
432,0.75,1,9000,2.914329202949439
432,0.75,1,10000,2.817463219164115
432,0.75,1,20000,2.7775583703679527
432,0.75,1,30000,2.9065164636195076
432,0.75,1,40000,2.867103114991368
433,0.75,1,100,1.6703007870177526
433,0.75,1,200,1.473824045372532
433,0.75,1,300,1.8584757945445214
433,0.75,1,400,1.8813681360172654
433,0.75,1,500,2.9735892958899575
433,0.75,1,600,2.612642023190269
433,0.75,1,700,2.439289302356155
433,0.75,1,800,2.640266026243425
433,0.75,1,900,2.8306446151964866
433,0.75,1,1000,2.7393841929429916
433,0.75,1,2000,3.1128087612813813
433,0.75,1,3000,3.02725023807292
433,0.75,1,4000,2.7931688760870657
433,0.75,1,5000,2.5558971660065755
433,0.75,1,6000,2.584790702075184
433,0.75,1,7000,2.8661485206125406
